ProductName,IngredientsText,ContainsCrustacean,ContainsMilk,ContainsEgg,ContainsFish,ContainsNut,ContainsSoy,ContainsSulphite
Knorr Schezwan Sauce,"CULINARY SAUCE INGREDIENTS: Water, Vegetables* (Chopped Onion - 11%, Garlic = 9%, and Ginger - 3.5%), Sugar, Chillies (Dried Red Chilli & Red Chilli Powder - 5.6%), Soyabean Oil, lodised Salt, Corn Flour, Soya Sauce (INS 260), Acidity Regulators - 260, 330, Stabilisers - 1422, 415, Spices & Condiments, Flavor enhancers - 627. & 631, Preservative - 211. May contain traces of Gluten, Soya, Celery, Mustard, Milk and Nuts. - —S oe",0,1,0,0,1,0,0
Knorr Red Chilli Sauce,"Rich flavour and taste CHILLI SAUCE INGREDIENTS: Water, Red Chilli Puree (22%), Sugar, Tomato Paste (7%), Garlic Paste (1.7%), Stabilizers - 1422, 415, lodised Salt, Acidity Regulator- 260, Spices and Condiments, Preservative - 211, Nature Identical Flavouring Substance, Ginger Powder (0.04%). May contain traces of Sesome, Celery, Mustard, Gluten, Soya, Milk and Nuts:",0,1,0,0,1,0,0
Knorr Dark Soya Sauce,"Rich colour and flavour DARK SOYA SAUCE PROPRIETARY FOOD - 12.9.2.1 INGREDIENTS: Water, Naturally Fermented Soya Sauce (17%) (Water; Soya, Wheat, Salt), Sugar, lodised Salt, Food Colours - 150a, 150d, Acidity Regulator - 260, Nature Identical Flavouring Substance, Preservative - 202, Contains Wheat and Soya. May contain traces of Sesame, Celery, Mustard, Milk, Nuts and Sulphite.",0,1,0,0,1,0,1
Ching's Secret Chilli Vinegar,"INGREDIENTS: Water, Chilli (6%), Acetic Acid (4%).",0,0,0,0,0,0,0
Ching's Secret Red Chilli Sauce,"In lents Water, Sugar, Red Chilli (6%), Garlic, Ginger, lodised Salt, Thickener (INS 1422), Acidity Regulators (INS 260, INS 330), Emulsifying and Stabilizing Agent (INS 415), Preservative (INS 211). Allergen Advice: May contain: Wheat, Nuts, Sesame seeds, Soy, Mustard and Milk. a",0,1,0,0,1,1,0
Ching's Secret Green Chilli Sauce,"In ients Water, Green Chilli Paste (27%), lodised Salt, Sugar, Thickener (INS 1422), Garlic Powder, Acidity Regulator (INS 296, INS 260), Emulsifying and Stabilizing Agent (INS 415), Spices (Cumin, Coriander), Preservative (INS 211), Natural Flavouring Substances. Allergen Advice May contain: Wheat, Nuts, Sesame seeds, Soy, Mustard and Milk.",0,1,0,0,1,1,0
Ching's Secret Dark Soy Sauce,"In lents Water, Sugar, lodised Salt, Natural Colour (INS 150c), Soybeans (10%), Wheat, Acidity Regulator (INS 260), Preservative (INS 202). Allergen Advice: Contains Wheat and Soy. May contain Nuts, Sesame Seed, Mustard and Milk.",0,1,0,0,1,1,0
Veeba Pasta & Pizza Sauce Herby Tomato,"INGREDIENTS Vegetables’ [52.0% {Tomato Paste (36.0%), Onions (12.0%), Garlic (4.0%)}] Sugar, Water, Refined Soyabean Oil, lodised Salts, Spices and Condiments, Acidity Regulators (INS260, INS330), Preservative (INS211), Herbs (0.5%) and Stabilizer (INS415).",0,0,0,0,0,0,0
Amul cheese spread yummy plain,"Ingredients: Cheese, milk solids, emulsifying salts (452, 339, 331, 471), iodized salt, preservatives (200, 234). Allergen Information: Contains milk.",0,1,0,0,0,0,0
Nutella Hazelnut spread with cocoa,"Ingredients ee v Sugar v Palm Oil ¥ Hazelnuts (13%) v¥ Skimmed Cow Milk Powder (8.7%) v¥ Low Fat Cocoa Powder (7.4%) ¥ Emulsifier (Lecithin- INS 322) Y Nature Identical Flavouring Substance- Vanillin Allergen Information: Contains Hazelnuts, Milk, Soy. Category: Fats and oils, and fat emulsions - Cocoa based spreads, including fillings (2.4.1)",0,1,0,0,0,1,0
peanut butter with honey,"Ingredients: Peanut Butter {Roasted Peanuts (71.8%)}, Sugar, Refined Edible Groundnut Oil (TBHQ), Honey (4.2%), Stabilizer (Mono and Diglycerides of Fatty Acids), lodized Salt, Edible Molasses, Caramel IV.",0,0,0,0,1,0,0
Kissan Mixed Fruit jam,"JAM. INGREDIENTS: SUGAR, MIXED FRUIT PULP BLEND - 60% (PAPAYA PULP, PEAR PULP, APPLE JUICE, BANANA PULP, PINEAPPLE JUICE, ORANGE JUICE, MANGO PULP, GRAPE JUICE)*, ACIDITY REGULATOR - £330, THICKENER - £440, !ODISED SALT, VITAMINS & MINERAL, PRESERVATIVE - £202, NATURALFLAVOURING SUBSTANCES, FOOD COLOUR - E122.",0,0,0,0,0,0,0
Saffola masala oats veggie twist,"Ingredients : Rolled Oats (53.4%), Millets (16%) [Jowar flakes (14%), Bajra flakes (2%)], Maltodextrin, lodised Salt, Dried Vegetables (Carrot (1.6%), Green Peas (1.1%), French Beans), Onion Powder (2.3%), Desiccated Coconut Powder, Sugar, Spice & Condiments~, Milk Solids, Tomato Powder, Refined Rice Bran Oil, Hydrolysed Vegetable Protein, Yeast Extract, Acidity Regulator (INS 330), Flavour Enhancers (INS 631, INS 627), Colour (INS 100), Nature-identical Flavouring Substances.~Contains Chilly, Turmeric, Ginger, Cardamom, Cinnamon, Curry Leaves, Garlic",0,1,0,0,0,0,0
Saffola masala oats classic masala,"e Ingredients : Rolled Oats (55.5%), Millets (16%) [Jowar flakes (14%), Bajra flakes (2%)], Maltodextrin, lodised Salt, Spices and Condiments~, Dried Vegetables (Carrots (115%), Onion Flakes (1.15%), Green Peas (0.69%)), Sugar, Starch, Refined Rice Bran Oil, Natural Flavouring Substances, Hydrolysed Vegetable protein, Flavour Enhancers (INS 627, INS 631), Nature-identical Flavouring Substances.~Contains Onions, Turmeric, Pepper, Red Chilli, Cumin, Garlic, Fenugreek, Clove, Nutmeg.",0,0,0,0,0,0,0
Bingo Tedhe Medhe Chips,"Ingredients Rice Grit, Edible Vegetable Oil, Gram gmrit, Corn Grit, Onion Powder, (2.8%), lodised Salt, (1.7%), Chilli Powder (1.1%), Spices & Condiments (0.6%), Black Salt, Coriander Powder (0.2%), Maltodextrin, Acidity Regulators, Dehydrated Vegetable Powder, Refined Sugar (0.1%), Giner Powder (0.2%), Hydrolyzed Vegetable Protein, Anticaking Agent, Flavour Enhancers & Antioxidant",0,0,0,0,0,0,0
Biscoff Vanilla Cookies Biscuit,3) Biscoff INGREDIENTS Biscoff sandwich cookie vanilla ALLERGIES Contains wheat and soya ‘May contain traces of milk,0,1,0,0,0,0,0
Britannia Bis Cafe Biscuit,"INGREDIENTS: REFINED WHEAT FLOUR (MAIDA), SUGAR (19%), REFINED PALM & PALMOLEN Ol \QUID GLUCOSE, MAZE STARCH INSTANT COFFE POWDER (1 355, BUTTER MILK SOLIDS is) SAL RAISING AGENTS 503 FLAVOURING SUBSTANCES, EMULSIFIERS (322 & 471 DOUGH CONDITIONER (223) AND IMPROVER [1101(i)}. (Numbers in brackets as per International Numbering System) Phe WHEAT, MILK, SOYAAND *Cotfee Cracker for a refreshing experience with one of the thinnes! Britannia Cracker biscuits,",0,1,0,0,0,0,0
Britannia Bourbon Biscuit,"INGREDIENTS: REFINED WHEAT FLOUR (MAIDA), SUGAR (33%), REFINED PALM OIL, EDIBLE MAIZE STARCH, COLOURS (150a, 150d, 122, 110, 133 & 102), COCOA SOLIDS (2.7%), MILK SOLIDS, RAISING AGENTS [500(ii) & 503(ii)], NATURE IDENTICAL & ARTIFICIAL (VANILLA, CHOCOLATE MILK & MILKY COCOA) FLAVOURING SUBSTANCES, EMULSIFIERS [471 & 322(i)], MILK CHOCOLATE (0.1%) [EMULSIFIER (322(i))] AND IODISED SALT.",0,1,0,0,0,0,0
Britannia Gobbles Cake,"INGREDIENTS REFINED WHEAT FLOUR MAIDA, SUGAR, EGGS, REFINED VEGETABLE FAT (IINTERESTERIFIED VEGETABLE FAT, SESAME OIL, EMULSIFIER (471), ANTIOXIDANT (319) & VITAMIN A], HUAIECTANTS (422, 420(11), REFINER PALMOLEIN OIL, HIGH MALTOSE SYRUP, LIQUID GLUCOSE, EDIBLE MAIZE STARCH, CAKE GEL (EMULSIFIERS AND STABILIZERS (471 & 477) AND HUMECTANT [420(ID]}, RAISING AGENTS [341{}, 500411, 450411), CAKE MIX [COLOUR (162), EMULSIFIER (4710), IODISED SALT, INVERT SUGAR SYRUP, NATURE IDENTICAL & ARTIFICIAL (VANILLA, CHEESE) FLAVOURING SUBSTANCES, COCOA SOLIDS (0.3%), PRESERVATIVES (202, 200, 282), BAKING POWDER, ACIDITY REGULATOR (330). STABILIZER (415), COLOURS(129, 122, 124)",0,0,1,0,0,0,0
Britannia Good Day(Pista Badam) Biscuit,"‘REFINED WHEAT FLOUR (MAIDA), EDIBLE VEGETABLE OIL (PALM), SUGAR, INVERT SYRUP, ALMOND (1.7%), stew as. (1.3%), (GL nance a MILK SOLIDS, RAISING AGENTS [503{i) & 500i), BUTTER (0.5%), 10DISED SALT CONTAINS PERMITTED SYNTHETIC FOOD COLOUR (102) AND ADDED FLAVOURS [NATURE IDENTICAL AND ARTIFICIAL (VANILLA) FLAVOURING SUBSTANCES) (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, NUTS, MILK AND SOYA.",0,1,0,0,1,0,0
Britannia Jim Jam Biscuit,"INGREDIENTS: REFINED WHEAT FLOUR (MAIDA), SUGAR (24%), REFINED PALM OIL & INTERESTERIFIED VEGETABLE FAT, INVERT ‘SUGAR SYRUP, DEXTROSE, MILK PRODUCTS (MILK SOLIDS & SWEETENED CONDENSED MILK), EDIBLE MAIZE STARCH, MALTODEXTRIN, FRUIT PRODUCTS (0.7%) (APPLE JUICE CONCENTRATE, BANANA POWDER & PLUM JUICE CONCENTRATE), IODISED SALT, EMULSIFIERS [322(i) & 471], RAISING AGENTS {503(ii) & 50O(ii)}, NATURE IDENTICAL AND ARTIFICIAL (MIXED FRUIT, VANILLA & BUTTER) FLAVOURING SUBSTANCES, ACIDITY REGULATORS [330 & 331(iii)], GELLING AGENT (440) AND COLOUR (122). (Numbers in brackets as per International Numbering System)",0,1,0,0,0,0,0
Britannia Little Hearts Biscuit,"ingredients °repared using Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oils, Raising Agents, Milk Solids, lodised Salt, Yeast",0,1,0,0,0,0,0
Britannia Marie Biscuit,"INGREDIENTS : REFINED WHEAT FLOUR (MAIDA)(73%), SUGAR, REFINED PALM OIL, INVERT ‘SUGAR SYRUP MILK SOLIDS, RAISING AGENTS [503(ii) & 500 (ii), KODIZED SALT, EMULSIFIER(472e), ‘CALCIUM SALT, DOUGH CONDITIONER(223), VITAMINS*, FERROUS SALT AND POTASSIUM IODATE. CONTAINS PERMITTED NATURAL COLOUR (150d) AND ADDED FLAVOURS[NATURE IDENTICAL & ARTIFICIAL (MILK & VANILLA) FLAVOURING SUBSTANCES} (Numbers in brockets os per International Numbering System) CONTAINS WHEAT, MILK AND SULPHITE.",0,1,0,0,0,0,1
Britannia Milk Bikis Biscuit,"Sarna TEIUnnEnEnE En INGREDIENTS: WHEAT FLOUR (ATTA) (63%), SUGAR, REFINED PALM OIL, MILK PRODUCTS (3.4%) (SWEETENED CONDENSED PARTLY SKIMMED MILK & MILK SOLIDS], INVERT SUGAR SYRUP, RAISING AGENTS 1503(i) & 500(ii)}, KODISED SALT, EMULSIFIERS [322(i), 471 & 481(i)), CALCIUM SALT, NATURE IDENTICAL & ARTIFICIAL (MILK) FLAVOURING SUBSTANCES, VITAMINS* AND POTASSIUM IODATE. [Numbers in brackets as per international Numbering Systom) CONTAINS WHEAT, MILK AND SOYA. “Sena inne a BET TANN",0,1,0,0,0,0,0
Britannia Nice Biscuit,"INGREDIENTS: REFINED WHEAT FLOUR, SUGAR (26%), EDIBLE VEGETABLE OIL (PALM), EDIBLE COCONUT PRODUCTS (4.5%), INVERT SYRUP, MILK SOLIDS, EDIBLE STARCH, RAISING AGENTS [ 503(ii),500(ii),450(i)), EMULSIFIERS(322,471,472e) AND IODISED SALT. (Numbers in brackets as per International Numbering System) CONTAINS ADDED FLAVOURS [ARTIFICAL FLAVOURING SUBSTANCES (COCONUT & VANILLA)",0,1,0,0,0,0,0
Britannia Nutri Choice(Almond Oats) Biscuit,"INGREDIENTS: WHEAT FLOUR (ATTA) (41.7%), SUGAR, REFINED PALM OIL, ROLLED OATS (14.3%), ALMONDS (6%), LIQUID GLUCOSE, WHEAT BRAN (2.4%), MALTODEXTRIN, RAISING AGENTS (500(ii), 503(ii) & 450(i)], MILK SOLIDS (1.6%), INVERT SUGAR SYRUP, OATS FIBRE (0.8%), EMULSIFIERS [322(i), 471 & 472e], FLAVOURS [ARTIFICIAL (MILK & BUTTER), NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCES], IODISED SALT AND COLOUR (150d). (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, OATS, NUTS, MILK AND SOYA.",0,1,0,0,1,0,0
Britannia Nutri Choice(Orange Almonds) Biscuit,"’ INGREDIENTS: WHEAT FLOUR (ATTA) (41.5%), SUGAR, REFINED PALM OIL, ROLLED OATS (14%), ALMONDS (3%), RAISINS, LIQUID GLUCOSE, WHEAT BRAN (2.3%), MALTODEXTRIN, RAISING AGENTS (500(i), 503(i) & 450()], MILK SOLIDS, INVERT SUGAR ‘SYRUP, OATS FIBRE (0.8%), BUTTER, ORANGE PEEL (0.5%), EMULSIFIERS [322{i), 471 & 472e), IODISED SALT, NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCES, ORANGE POWDER (0.1%) AND COLOUR (150d). (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, OATS, NUTS, MILK AND SOY.",0,1,0,0,1,1,0
Cadbury Chocobakes Biscuit,"CHOCOLATE CHIP COOKIES INGREDIENTS: REFINED WHEAT FLOUR (MAIDA), MILK CHOC CHIPS (23%"") — [SUGAR, COCOA BUTTER, MILK SOLIDS ("") SOLIDS, DEXTROSE, EMULSIFIERS (442), FLAVOURS (NAT IDENTICAL AND ARTIFICIAL (VANILLA & CARAMEL) FLAVOURI SUBSTANGES)], SUGAR, PALMOLEIN, COCOA SOLIDS, INVERT RAISING AGENTS (603(i), 500(i), 450(), IODISED SALT, EMU (322), FLAVOURS (NATURAL & ARTIFICIAL (VANILLA) FLAVOU SUBSTANCES). ALLERGEN INFORMATION: CONTAINS MILK, WHEAT, SOY. MAY CONTAIN TREENUTS. BARLEY.",0,1,0,0,0,1,0
Cadbury Oreo Biscuit,"SANDWICH BISCUIT INGREDIENTS: Refined Wheat Flour (Maida), Sugar, Fractionated Fat, Palmotein, Invert Sugar, Cocoa Solids (2%*), Leavening Agents (S00(ii), 503(ii}), Starch, lodised Salt, Emulsifier (322), Nature Identical Flavouring Substances. Allergen information: Contains Wheat, a@TWIST sie | Lick reonnad IE. DUNK",0,0,0,0,0,0,0
Ching Dark Soy Sauce Sauce,"INGREDIENTS INGREDIENTS: Water, Sugar, lodised Salt, Natural Colour (INS 150c), Soybeans (10%), Wheat, Acidity Regulator (INS 260), Preservative (INS 202).",0,0,0,0,0,1,0
Dr Oetkar Mayonnaise Sauce,"Ingredients Olive Oil (53%), Water, Sugar, Milk Solids, Lemon Juice, lodised Salt, Permitted Emulsifying & Stabilizing Agents (INS 1442, INS 415), Permitted Acids (INS 260,330), Permitted Antioxidant (INS 319)",0,1,0,0,0,0,0
Ezaki Glico Pocky(Sticks) Biscuit,"Ingredients Wheat Flour, Sugar, Chocolate Liquor, Blend Of Vegetable Oil (Interesterified Sunflower Oil, Palm Oil), Whole Milk Powder, Palm Oil Shortening, Contains 1 Percent Or Less Of: Cocoa Butter, Salt, Artificial Flavors, Yeast, Lecithin, Polyglycerol Polyricinoleate, Leavening (Sodium Bicarbonate), Monoglyceride, Sodium Hydroxide, Papain.",0,1,0,0,0,0,0
Haldiram Aloo Bhujia Shev,"INGREDIENTS: Potatoes (44%), Edible Vegetable Oil (Cotton Seed, Corn & Palmolein Oil), Gram Pulse Flour, Tepary Beans Flour, Rice Flour, Edible Starch, Edible Common Salt Powder, Spices & Condiments (Coriander Powder, Cumin Powder, Mango Powder, Garlic Powder, Onion Powder, Lemon Powder, Ginger Powder, Red Chilli Powder, Mace Powder, Nutmeg Powder, Turmeric Powder, Mint Leaves Powder), Acidity Regulator (INS 330), Anticaking Agent (INS 551) and Flayour Enhancers (INS 627 & INS 631). wg",0,0,0,0,0,0,0
Haldiram Lite Chivda Chivda,"INGREDIENTS Rice Flakes, Refined Palmolein Oil, Bengal Gram Flour (Besan), Refined Sugar, lodised Salt & Turmeric",0,0,0,0,0,0,0
Kissan Tomato Ketchup Ketchup,"TOMATO KETCHUP INGREDIENTS: WATER, TOMATO PASTE* (28%), SUGAR, IODISED SALT, ACIDITY REGULATOR - E260, STABILIZERS - E1422, E415, PRESERVATIVE - E211, ONION POWDER, GARLIC POWDER, SPICES AND CONDIMENTS.",0,0,0,0,0,0,0
Kurkure Masala Munch Chips,"INGREDIENTS: Cereal Products (64%) (Rice Meal (43.5%), Corn Meal (20%)), Edible Vegetable Oil (Palmolein), “Seasoning (“Spices and Condiments, lodised Salt, Sugar, Flavour (Natural and Nature identical Flavouring Substances), Black Salt, Tomato Powder, Acidity Regulators (330, 296, 334), Colour(160c), Maltodextrin), Gram Meal (39%). “As flavouring agent. ~Contains Onion and Garlic",0,0,0,0,0,0,0
Kurkure Puffcorn Chips,"INGRED |ENTS: Cereal Products (6796) (Corn Meal (53%), Rice Mea!), Edible Vegetable Oil (Palmolein), **Seasoning (Sugar, lodised Salt, Maltodextrin, ~Spices and Condiments, Milk Solids, Cheese, Salt Substitute (Potassium Chloride), Flavour (Natural and Nature Identical Flavouring Substances), Flavour Enhancers (627, 631), Acidity Regulators (296, 330), Emulsifying & Stabilising Agent ((331(iii), 471, 327)), Gram Meal, Firming Agent (170(i)), lodised Sa\'. * As flavouring agent. ~Contains Onion and Garlic ALLERGEN ADVICE: Contains Soy, Milk, Wheat",0,1,0,0,0,1,0
Kurkure Solid Masti Masala Chips,"INGREDIENTS: Edible Vegetable Oil (Palmolein), Edible Starch, Sesan (20.1%), Rice Flour (15.3%), Potato Powder, lodised Salt, “Seasoning (~Spices and Condiments, Maltodex\rin, lodised Salt, Black Salt, Milk Solids, Acidity Regulators (330, 296, 334), Flavour (Natural and Nature Identical favouring Substances), Sugar, Tomato Powder) *As flavouring agent. ~Contains Onion ALLERGE! ADVICE: Contains Nuts, Milk May Contain Sulphite",0,1,0,0,1,0,1
Lays Chile Limon Chips,"Ingredients Potato, edible vegetable oil (palmolein, rice bran oil), *seasoning (sugar, iodized salt, flavour (natural and nature identical flavouring substances), ~spices & condiments, maltodextrin, lime juice powder, anticaking agent (551), edible vegetable oil (sunflower seed oil), flavour enhancers (627, 631), corn syrup solids). *As flavouring agent. ~Contains Onion and Garlic",0,0,0,0,0,0,0
Lays Cream Onion Chips,"INGREDIENTS: Potato, Edible Vegetable Oil (Pelmolein Oi), “Seasoning (Sugar, lodised Salt, Milk Solicis, “Spices & Condiments, Maltodextrin, Flavour (Na’ ‘al and Nature identical Flavouring Suostances), Cheese Powder, Hydrolysed Vegetable Protein Flavour Enhancers (627, 631), Edible Vegetable Oi {Palm. Coconut), Anticaking Agent (551). ""As favouring agent. “Contains Onion ALLERGEN ADVICE: Contains Soy, Milk May Contain Suiphite",0,1,0,0,0,1,0
Lays Hotn Sweet Chilli Chips,"Ingredients Water, Edible Vegetable Oil, Synthetic Vinegar [Water, Acetic Acid (INS 260)], Milk Solids, Liquid Glucose, Permitted Emulsifiers and Stabilizers (INS 1442, INS 1450, INS 415), Tomato Paste, Spices and Condiments, lodised Salt, Sugar, Cheese Powder, Chipotle Pepper (0.4%), Permitted Acidity Regulators (INS 260, INS 330), Yeast Extract, Herbs, Permitted Sequestrant (INS 385) and Permitted Antioxidant (INS 319), Contains Permitted Class Il Preservatives (INS 211, INS 202), Contains Added Flavour (Natural Flavouring Substances)",0,1,0,0,0,0,0
Lays Magic Masala Chips,"INGREDIENTS: Potato, Edible Vegetable Oil (Paimolein, Sunflower Oil), “Seasoning (“Spices & Condiments, lodised Salt, Maltodextrin, Reguiators (330, 296, 334), Flavour (Natural and Nature Identical Flavouring Substances), Anticaking Agent (551), Color (160c)). *As flavouring agent. ~Contains Onion and Garlic",0,0,0,0,0,0,0
Maggi Tomato Chilli Sauce Sauce,"Ingredients Water, Sugar, Tomato paste (12%), Chilli puree (6.6%), lodized salt, Acidifying agent (260), Thickening agents (1422, 415 and 401), Chilli powder (0.3%), Garlic p powder, Ginger powder and Preservative (211). Contains permitted Class ii preservative",0,0,0,0,0,0,0
Parle Happy Happy Biscuit,"HAPPY HAPPY BISCUITS INGREDIENTS : REFINED WHEAT FLOUR far REFINED PALM OIL, CHOCO CHIPS (8%) [ SUGAR, EDIBLE VEGET felt NATED OILS ), COCOA SOLIDS, Ee, ti Nase OF VEGETABLE: ‘SOYA Vl | THIN a et on 503: OY oa On TIED Sk ‘SALT AND. it aren er ‘OF VEGETABLE pre ) CONTAINS PERMITTED NATURAL FOOD COLOUR | 150d | AND ADDED FLAVOUI eee i ‘SUBSTANCES - CHOCOLATE ).",0,0,0,0,0,0,0
Parle Hidenseek Biscuit,"gEeb Ns, meen | WHEAT FLOUR (MAIDA), CHOCOLATE SUGAR, COCOA i uae at ee Er SOYALEOTHIN) BEST BEFORE SEVEN ps Ln",0,0,0,0,0,0,0
Parle Hidenseek(Coffee) Biscuit,"HIDE & SEEK” COFFEE FLAVOURED BISCUITS INGREDIENTS : REFINED WHEAT FLOUR yin ), CHOCOLATE (21%) [ SUGAR, COCOA SOLIDS, COCOA BUTTER, DEXTROSE, EMULSIFIER OF VEGETABLE ORIGIN (SOY LECITHIN) AND ARTIFICIAL FLAVOURING SUBSTANCES - VANILLA ], SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP, INSTANT COFFEE-CHICORY MIXTURE (1%), RAISING AGENTS [503 (ii ), 500 (ii) ], IODISED SALT, EMULSIFIER OF VEGETABLE ORIGIN [472e) . CONTAINS PERMITTED NATURAL COLOUR [ 150d ] AND ADDED FLAVOUR ( ARTIFICIAL FLAVOURING SUBSTANCES - COFFEE ). CONTAINS: WHEAT, SOY",0,0,0,0,0,1,0
Parle Krack Jack Biscuit,"Kraci * BISCUITS resp Behe batt FLOUR ielf afl REFINED OILS | rr vraad ee ENTS (5034 ii ), ee MO hes INERT SUG SRP Voie $a ae YEAST, Al ‘ITY (270, 296 }, FLOUR TREAT 4 1101(i), 1100(), EDNTANS ABDED FLAVOURS A are FLANDURING | SUBSTANCE-VANILLA, BUTTER) CONTAINS: WHEAT, wv",0,0,0,0,0,0,0
Parle Monaco Biscuit,"MONACO - SALTED SNACK rch: a tn te ah REFINED OILS i eat *ALM), SUGAR , RA SE URE Eto Wt eure ea Wes SUGAR aa vest ACIDITY REG FLOUR AGENTS (223, 1101(i), 1100()], EMULSIFIER OF VEGETABLE oR 4728 CONTAINS ADDED FLAVOURS (ARTIFICIAL FLAVOURING SUBSTANCE BUTTER) CONTAINS: WHEAT, SULPHITE",0,0,0,0,0,0,1
Parle Parle G Biscuit,"eo Parle-G Gluco BISCUITS INGREDIENTS ; REFINED WHEAT FLOUR MAIDA ) (687), SUGAR, REFINED PALM OIL, INVERT SUGAR,SYRUP* (SUGAR, CITRIC ACID), 1ODISED SALT, RAISING AGENTS [503 ( ih), 500 (ii))pMILK SOLIDS, FLOUR, TREATMENT AGENT, [107 ( “it AND EMULSIFIER OF VEGETABLE ORIGIN [472e} CONTAINS ADDED FLAVOUR ( ARTIFICIAL FLAVOURING SUBSTANCES - VANILLA) *(.D - GLUCOSE, LEVULOSE ) CONTAINS : WHEAT, MILK",0,1,0,0,0,0,0
Sundrop Peanut Butter Peanut Butter,"INGREDIENTS: Roasted Peanuts (90%), Sugar, Stabilizer (Mono and Diglycerides of Fatty Acids), Refined Edible Groundnut Oil (TBHQ) & lodized Salt. Contains Nuts All ingredients are 100% vegetarian.",0,0,0,0,1,0,0
 Dark Fantasy Biscuit,"Ingredients Choco Crv®me (38%), {Sugar, Refined Palmolein, Refined Palm Oil, Cocoa Solids (5.3%), Emulsifier [Lecothin (From Soyabean)], Nature Identical flavouring substnaces - Chocolate and Artificial flavouring substnaces - Vanilla}, Refined wheat flour (Maida), Hydrogenated vegetable oils, Sugar, Invert syrup, Liquid Glucose, Raising Agents [INS 503(ii), INS 500(ii), INS 450(i)], Cocoa Solids (0.7%), Butter, Milk Solids, lodized Salt and Emulsifiers [Lecithin (From soyabean), Mono-and Di-Glycerides of fatty acids (from Palm oil)].",0,1,0,0,0,0,0
 Dark Fantasy Biscuit,"Vanilla Flavour Ingredients Wheat Flour, Sugar, Hydrogenated Vegetable Oil, Edible Vegetable Oil, Cocoa Solids (3.0%), Dextrose, Raising Agents, Starch, Invert Syrup, Edible Common Salt, Milk Solids And Emulsifier (Ins 322)",0,1,0,0,0,0,0
Unibic Cashew Almond Cookies Biscuit,"Ingredients: Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oil (Pai), Mik Solid, Dry Nuts (1%) (Almond & Cashew), Golden Syrup, Leavening Agents (E500 i, £503 i), Emuisier (E322 from Soya, 472 e), Salt. CONTAINS ADDED ARTIFICIAL FLAVOURS (SAFFRON, ALMOND & MILK). Allergen Advice: Contains Wheat Gluten, Milk, Soya and Nuts.",0,1,0,0,1,0,0
Unibic Chocochip Cookies Biscuit,"Ingredients: Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oil (Pai), Mik Solid, Dry Nuts (1%) (Almond & Cashew), Golden Syrup, Leavening Agents (E500 i, £503 i), Emuisier (E322 from Soya, 472 e), Salt. CONTAINS ADDED ARTIFICIAL FLAVOURS (SAFFRON, ALMOND & MILK). Allergen Advice: Contains Wheat Gluten, Milk, Soya and Nuts.",0,1,0,0,1,0,0
Veeba Chipotle Dressing Sauce,"Ingredients Water, Edible Vegetable Oil, Synthetic Vinegar [Water, Acetic Acid (INS 260)], Milk Solids, Liquid Glucose, Permitted Emulsifiers and Stabilizers (INS 1442, INS 1450, INS 415), Tomato Paste, Spices and Condiments, lodised Salt, Sugar, Cheese Powder, Chipotle Pepper (0.4%), Permitted Acidity Regulators (INS 260, INS 330), Yeast Extract, Herbs, Permitted Sequestrant (INS 385) and Permitted Antioxidant (INS 319), Contains Permitted Class Il Preservatives (INS 211, INS 202), Contains Added Flavour (Natural Flavouring Substances)",0,1,0,0,0,0,0
 Thumbsup ,"Carbonated water, Sugar, Acidity Regular (338), Caffeine (8.3mg/100g), Colour (150d), Flavours (Nature-Identical & Artficial (Cola) Flavoring substances).",0,0,0,0,0,0,0
 Sprite ,"* Sugar, * Carbonated Water, * Acidity Regulators (330, 331(iii)), © Preservative(211), * Flavours(Natural Flavoring Substances).",0,0,0,0,0,0,0
 Limca ,"Carbonated water, Sugar, Acidity Regulators (330, 331), Stabilizers (414, 471), Preservative (211). Contains Added Flavours (Natural, Nature-Identical and Articial Flavouring Substances (Lemon Flavour).",0,0,0,0,0,0,0
 Mirinda ,"INGREDIENTS: CARBONATED WATER SUGAR ACIDITY REGULATORS A FLAVOURING SUBSTANCES), SWEETENERS (55, 960), PRESERVATIVE (271) (444) COLOUR (1101. re",0,0,0,0,0,0,0
 Zero Sugar Coke ,"INGREDIENTS: CARBONATED WATER, ACIDITY REGULATORS (338, 331i), SWEETENERS (955, 950), PRESERVATIVE (211), CAFFEINE (9.2 mg/100 q), COLOUR (150d), FLAVOURS (NATURAL FLAVOURING SUBSTANCES),",0,0,0,0,0,0,0
 Coke ,"Ingredients ‘Sugar ""Acidity Regulator (338) _ “Caffeine (8.7 mg/100g) ‘Colour (150d) Flavours (Natural Flavoring substances)",0,0,0,0,0,0,0
