ProductName,IngredientsText,ContainsCrustacean,ContainsMilk,ContainsEgg,ContainsFish,ContainsNut,ContainsSoy,ContainsSulphite
Cadbury Nutties Chocolate Pack,"Filled Chocolate. Ingredients: Center (55%*) (Sugar, Cashew Nuts (11%*), Milk Solids, lodised Salt, Flavour (Natural and Nature Identical Flavouring Substances), Emulsifier (442), Almonds), Milk Chocolate (44%*) (Sugar, Milk Solids (22%*), Cocoa Butter, Cocoa Solids, Emulsifiers (442, 476), Flavours (Natural, Nature Identical and Artificial (Vanilla) Flavouring Substances)), Stabilizers (1400, 414), Glazing Agent (904). Allergen Information: Contains Milk, Nuts (Cashews, Almonds), Sulphites. May Contain Tree Nuts, Soy.",0,1,0,0,1,1,1
Bounty Miniatures Coconut Filled Chocolate,"Milk chocolate coating (44%) (Sugar, Milk solids, Cocoa butter, Cocoa solids, Edible vegetable fat<5% (Palm oil). Emulsifier (322)); Centre filling (Desiccated coconut (18%), Sugar Liquid glucose, Emulsifier (471). Hu,ectant (422),Salt). CINTAINS COCOA BUTTER EQUIVALENT IN ADDITION TO COCOA BUTTER. Contains Milk & Soy.",0,1,0,0,0,1,0
Paper Boat Swing Pomegranate Juice,"INGREDIENTS: WATER, SUGAR, POMEGRANATE JUICE CONCENTRATE (1.9%)*, FLAVOURS (NATURE-IDENTICAL AND NATURAL FLAVOURING SUBSTANCES), ACIDITY REGULATOR (330), D IODISED SALT, PRESERVATIVES (202, 242), FOO COLOURS (150d, 124, 122), AND VITAMIN D2 (ERGOCALCIFEROL). ""RECONSTITUTED 10% POMEGRANATE JUICE.",0,0,0,0,0,0,0
Paper Boat Chilli Guava Juice (2),"INGREDIENTS: WATER, GUAVA PUREE (14%), SUGAR, ACIDITY REGULATORS (330, 331 (iii)), (ODISED SALT, FLAVOURS (NATURE- IDENTICAL AND NATURAL FLAVOURING SUBSTANCES), STABILIZERS (418, 468), PRESERVATIVES (202, 242), ANTIOXIDANT (300), FOOD COLOUR (160aiii)) AND VITAMIN D2 (ERGOCALCIFEROL).",0,0,0,0,0,0,0
Paper Boat Chilli Guava Juice,"INGREDIENTS: WATER, GUAVA PUREE (29 10), sUGAR, |ODISED SALT, SPICES AND CONDIMENTS (AMCHUR POWDER, LAL MIRCHI POWDER, PEPPER BLACK POWDER), < LEMON JUICE CONCENTRATE (0.4%), NATURE-IDENTICAL > AND NATURAL FLAVOURS, ACIDITY REGULATOR (CITRIC ACID), STABILIZERS (CARBOXY METHYL CELLULOSE, GUAR GUM AND PECTIN) AND ANTIOXIDANT (ASCORBIC ACID), Mav Contains Milk and Almonds.",0,1,0,0,0,0,0
Paper Boat Jamun Drink,"INGREDIENTS: waTeR, JAMUN PuLP (24.540) SWEETENERS (ERYTHRITOL, XYLITOL, ISOMALT AND STEVIOL GLYCOSIDE), IODISED SALT, LEMON JUICE 0) \# CONCENTRATE (0.45 ‘) , STABILIZERS (CARBOXY METHYL CELLULOSE AND GUAR GUM), DEXTRIN ACIDITY REGULATOR (CITRIC ACID) AND BLACK SALT CONTAINS ADDED FLAVOURS (NATURAL AND NATURE - IDENTICAL FLAVOURING SUBSTANCES). ""EQUIVALENT TO 20% JAMUN-LEMON FRUIT JUICE CONTENT.",0,0,0,0,0,0,0
Paper Boat Aam Panna Drink,"INGREVIENTS: WATER, SUGAR, MANGO PUREE (10%), IODISED SALT, SPICES AND CONDIMENTS (AMCHUR POWDER, CUMIN POWDER, PEPPER BLACK POWDER), LEMON JUICE CONCENTRATE (0.2%), ACIDITY REGULATOR (CITRIC ACID), NATURE-IDENTICAL AND NATURAL FLAVOURS, STABILIZERS (CARBOXY METHYL CELLULOSE AND GUAR GUM), ANTIOXIDANT (ASCORBIC ACID) AND BLACK SALT. May Contains Milk and Almonds.",0,1,0,0,0,0,0
Paper Boat Aamras Drink,"INGREDIENTS: WATER, MANGO PULP (25%), SUGAR, FLAVOURS (NATURE-IDENTICAL AND NATURAL FLAVOURING SUBSTANCES), ACIDITY REGULATOR (INS 330), STABILIZERS (INS 466, INS 440), ANTIOXIDANT (INS 300), CARDAMOM POWDER AND SAFFRON POWDER.",0,0,0,0,0,0,0
Paper Boat Orange Juice,"rae eeY (ODISED SALT, ANTIOXIDANT (ASCORBIC. se leer lp",0,0,0,0,0,0,0
Sofit Almond Drink - Chocolate,"INGREDIENTS: WATER, SUGAR, ALMOND PASTE (#5%), SOYA PROTEIN ISOLATE (#2%), OLIGOFRUCTOSE (DIETARY FIBRE) (#2.2%), COCOA SOLIDS (#0.8%), MINERAL (TRICALCIUM PHOSPHATE), EMULSIFIERS (460 (i), 466, 471), FLAVOURS (NATURE IDENTICAL FLAVOURING SUBSTANCES), EDIBLE COMMON SALT, ACIDITY REGULATOR (500 (ii)), THICKENER (415), MINERAL (ZINC SULPHATE), VITAMIN E (ACETATE), VITAMIN A (ACETATE), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B2 (RIBOFLAVIN) AND VITAMIN B12 {CYANOCOBALAMIN) ALLERGEN INFORMATION: CONTAINS NUT AND SOY",0,0,0,0,1,1,0
Only Earth Almond Milk,"Water, Almond (42), Sunflower seed butter, Vitamins (D, E, B1, B2 & B12), Minerals, Emulsifier (INS 322), Acidity Regulators (INS 340(ii)), Citrus Peel Extract, Stabilizers (INS 418, 415), lodized salt. ALLERGEN INFORMATION: Contains Nuts (Almonds) Manufactured in a facility that processes dairy.",0,0,0,0,1,0,0
So Good Plant Based Almond Beverage,"Ingredients: Water, Almond (3%), Minerals, Emulsifier (INS 322), Edible Common Salt, Stabiliser (INS 418), Acidity Regulator (INS 500 (i)), Vitamins. All ingredients are of non-animal origin. Allergen statement: Contains Nuts (Almonds) (Processed in a factory that handles Dairy)",0,0,0,0,1,0,0
O'cean Crispy Apple Flavoured Water,"CONTAINS FRUIT INGREDIENTS: Water, reconstituted apple juice from concentrate (12%), Sugar, Glucose, Minerals (E 329, E 508) Acidity Regulator (E 330, E 296, E 331), Permitted Class II Preservative (E 202) Vitamin (B3,B5,B7).",0,0,0,0,0,0,0
Amul Masti Spiced Buttermilk,"Ingredients: Milk solids, iodised salt, spices & condiments",0,1,0,0,0,0,0
Amul Mango Shrikhand,"Ingredients: < Milk solids, sugar, mango pulp (7.5%). , Allergen Information: Contains milk.",0,1,0,0,0,0,0
Amul Shrikhand Kesar,"Ingredients: « Milk solids, sugar, kesar (0.1%). , Allergen Information: Contains milk.",0,1,0,0,0,0,0
Yakult Mango,"Water, Sugar, Skimmed Milk Powder, Glucose, Stabilizer aan Sweetener (Steviol Glycoside), Vitamin E, < ‘itamin D, Probiotic-Lactobacillus casei strain Shirota, CONTAINS NATURAL & NATURE IDENTICAL FLAVOURS. This Contains Steviol Glycoside. CONTAIN NON-CALORIC SWEETENER ALLERGEN INFORMATION: CONTAINS MILK",0,1,0,0,0,0,0
Yakult Light Probiotic Fermented Milk Drink,"Ingredients Water, Sugar, Skimmed Milk Powder, Glucose, Stabilizer (Pectin), Sweetener (Steviol Glycoside), Vitamin E, ¢itamin D, Probiotic-Lactobacillus casei strain Shirota, CONTAINS NATURAL & NATURAL IDENTICAL FLAVOURS| This Contains Steviol Glycoside. | CONTAIN NON-CALORIC SWEETENER | ALLERGEN INFORMATION: CONTAINS MILK Vv",0,1,0,0,0,0,0
Yakult Probiotic Fermented Milk Drink,,0,0,0,0,0,0,0
Milky Mist Fruit Yoghurt Blueberry,"\NGREDIENTS: Milk & Milk Solids, Sugar, Active Lactic Culture (Lbacillus delbrueckii Subsp. bulgaricus, S.thermophilus), Stabilizing agent (INS 440}, Fruit Content (6% from Blueberry preparation (Blueberry Fruit, Sugar, Water, Stabilizer (INS 440), Acidifying agent (INS 330), Preservative (INS 202}), Colours (INS 122, INS 133), Flavor (Nature - Identical Flavoring Substances - Blueberry). Allergen Information: Contains Milk.",0,1,0,0,0,0,0
Epigamia Lychee Flavoured Yogurt,"Ingredients: Pasteurized Double Toned Mir (86%), Sugar, Milk Solids(3%), Nature Identical Flavouring Substances (Lychee), Stabilizer (NS 440), Permitted Lactic Acid Cultures Eee Active Live Cultures: S.Thermophils, L.Bacillus delbrueckii subsp. Bulgaricus ALLERGENS: Contains milk. Manufactured ina facil) processing milk. nuts & cereals containing gluten.",0,1,0,0,1,0,0
Epigamia Mango Flavoured Yogurt,"Ingredients: Pasteurized Double ione? Milk (86%), Sugar, Milk Solids (3%), Nature Identical Flavouring Substances (Mang0), Stabilizer (INS 440), Permitted Lactic Aid Cultures, Colour (INS 102, INS 110) Active Live Cultures: S.Thermophits, Bacillus delbrueckii subsp. Bulgarius FILERGENS: Contains ik, Manufacture in processing milk nts & cereals contain se",0,1,0,0,0,0,0
Epigamia Strawberry Flavoured Yogurt,"Ingredients: Pasteurized Double [on Millk(B6%), Sugar, Milk Solids(3%), Nature Identical Flavouring Substances (Stawtern), Stabilizer (NS 440), Permitted Lactic Aco Cultures, Colour (NS 127) Active Live Cultures: 5.Thermoohius Bacillus delbrueckii subsp. Bulga/cis ‘LERGENS: Contains mk Manoectured 9 processing milk nuts & cereals conan Y=",0,1,0,0,1,0,0
Epigamia Greek Yogurt- Raspberry,"Ingredients: Greek Yogurt (Pasteurized Double Toned MK, Milk Solids, Preiotic (Pectin), Permitted Lactic Aci Cultures), Processed Raspberry Pulp (Sugar, “Raspberry Puree, Wate, Apple Juice Concentrate, Stabilizer (Pectin), Acidity Regulator (Malic Acid), Grape Concentrate, Natural Flavouring Substances) Total Fruit Content : “9% Active Live Cultures: S. Thermophilus, L.Bacillus delbrueckii subsp. Bulgaricus ee ee ALLERGENS: Contains milk. Manufactured in a facility processing nuts & cereals containing gluten.",0,1,0,0,1,0,0
Epigamia Greek Yogurt Blueberry,"Partly Skimmed Fruit Yogurt (Blueberry) Ingredients: Greek Yogurt (Pasteurized Double Toned Milk, Milk Solids, Stabilizer (Pectin), Permitted Lactic Acid Cultures), Processed Blueberry Pulp (Sugar, Blueberry Puree, Water, Stabilizer (Pectin), Lemon Juice Concentrate, Natural Flavouring Susbtance) Total Fruit Content : 3% Jotal Fruit Vontent: 9 Active Live Cultures: .Thermophilus, | L.Bacillus delbrueckii subsp. Bulgaricus ALLERGENS: Contains milk. Manufactured in a facility J processing nuts & cereals containing gluten.",0,1,0,0,1,0,0
Epigamia Greek Yogurt- Natural,"Partly Skimmed Yogurt (Natural) Ingredients: Pasteurized Double Toned Milk, Milk Solids, Stabilizer (Pectin), Permitted Lactic Acid Cultures __—E— Active Live Cultures: S. Thermophilus, L.Bacillus delbrueckii subsp. Bulgaricus ALLERGENS: Contains milk. Manufactured in a facility processing nuts & cereals containing gluten.",0,1,0,0,1,0,0
Prasuma Spicy Chicken Momos,"Chicken Meat, Refined Wheat Flour (Maida), Onion, Butter, Water, Ginger, Coriander, Salt, Spices & Condiments, Flavour Enhancer (INS 631)",0,0,0,0,0,0,0
ITC Master Chef Veg Burger Patty,"Ingredients: Vegetables (53.1%) (Potato, Carrot, Green Peas and Sweet Corn), Breadcrumbs [Refined Wheat Flour (Maida), Dextrose, lodized Salt and Yeast], Water, Refined Palm Oil, Batter [Stabilizer (INS 466)], Dehydrated Potato, Flaked Rice, Degermed Corn Flour, Mixed Spices and lodized Salt.",0,0,0,0,0,0,0
McCain Veggie Burger Patty,,0,0,0,0,0,0,0
McCain Veggie Fingers,"a6) Fie takes, Maze Src, bdzed SAS be 7",0,0,0,0,0,0,0
McCain Aloo Tikki,,0,0,0,0,0,0,0
McCain New Mini Samosa With Cheese Pizza Style Filling,"'s: Refined Wheat Flour (Maida), Cheese (16.2%) (Ched ilk Solids, Water, Emulsifier [INS 331 (iii)], lodized Salt, Anticaki INS 460)), Cotton Seed Oil, Water, Onion (7.6%), Green Capsicum Potato (6.3%), Tomato (4.7%), Green Chilli, lodized Salt, Tomato pat Gluten, Tomato Ketchup (Acidity Regulator (INS 260), Thickener INS 1422, INS 415], Preservative [INS 211]}), Thickener [INS 463, INS egano, Red Chilli Flakes, Tomato Paste, Wheat Fiber, Palm Oil, ‘ Powder, Garlic, Natural & Nature Identical Flavouring Substances, Bas Red Chilli Powder, Sugar, White Pepper Powder. Contains Wheat and Milk lay contain Soy, Mustard, Sesame and Nuts.",0,1,0,0,1,1,0
ITC Master Chef Chicken Seekh Kabab,"Ingredients Chicken (63.8%), Water, Bread crumbs [Refined Wheat Flour (Maida), Dextrose, lodized Salt and Yeast], Onion (4.6%), Soy Protein Isolate, Green Chilli, lodized Salt, Ginger Paste, Garlic Paste, Coriander (0.7%), Red Chilli (0.6%), Sequestrants [INS 451(i), INS 450(iii), INS 451(ii)], Garam Masala [Mixed Spices (0.27%), Dehydrated Fenugreek Leaves and lodized Salt], Mint Leaves (0.25%) and Lemon Juice Concentrate.",0,0,0,0,0,1,0
iD Idli & Dosa Batter,"ke INGREDIENTS 1 ' 1 RO-purified Water (50%), Rice (34%), | Urad Dal, Fenugreek and lodized Salt. i |",0,0,0,0,0,0,0
Milky Mist Paneer,Ingredients: Milk Solids & Vinegar.,0,1,0,0,0,0,0
Dukes Waffy Orange Wafers,"INGREDIENTS: REFINED WHEAT FLOUR(MAIDA), SUGAR, REFINED PALM OIL, REFINED PALM OLEIN OIL, MALTODEXTRIN, MILK SOLIDS, STARCH, ORANGE FRUIT POWDER(0.4%), EMULSIFIER(322), IODIZED SALT, ACIDITY REGULATOR(330), RAISING AGENT[500(ii)], IMPROVERS[1101(i),1100(vi)] AND DOUGH CONDITIONER(223).",0,1,0,0,0,0,0
Dukes Waffy Chocolate Wafers,"INGREDIENTS: REFINED WHEAT FLOUR(MAIDA), SUGAR, REFINED PALM OIL, REFINED PALM OLEIN OIL, MALTODEXTRIN, MILK SOLIDS, COCOA SOLIDS(5.5%), EMULSIFIER(322), IODIZED SALT, RAISING AGENT[500(ii)], IMPROVERS[1101(!), 1100(vi)] AND DOUGH CONDITIONER(223). CONTAINS PERMITTED NATURAL FOOD COLOUR (150d) AND ADDED FLAVOURS (ARTIFICIAL FLAVOURING SUBSTANCES-CHOCOLATE, VANILLA). (Numbers in brackets as per International Numbering System.)",0,1,0,0,0,0,0
Dukes Waffy Strawberry Wafers,"INGREDIENTS: REFINED WHEAT FLOUR(MAIDA), SUGAR, REFINED PALM OIL, REFINED PALM OLEIN OIL, MALTODEXTRIN, MILK SOLIDS, STARCH, STRAWBERRY FRUIT POWDER(0.4%), EMULSIFIER (322), IODIZED SALT, RAISING AGENT[500(ii)], ACIDITY REGULATOR (296), IMPROVERS[1101(i), 1100(vi)] AND DOUGH CONDITIONER(223). CONTAINS PERMITTED SYNTHETIC FOOD COLOURS (127) AND ADDED FLAVOURS (ARTIFICIAL FLAVOURING SUBSTANCES-STRAWBERRY). (Numbers in brackets as per International Numbering System.)",0,1,0,0,0,0,0
Dukes Waffy Vanilla Flavoured Wafers,"INGREDIENTS: REFINED WHEAT FLOUR(MAIDA), SUGAR, REFINED PALM OIL, REFINED PALM OLEIN OIL, MALTODEXTRIN, MILK SOLIDS, EMULSIFIER (322), |OD|ZED SALT, RAISING AGENT [500(ii)), VANILLA POWDER(0.01.%), IMPROVERS [1101(i),1100(vi)] AND DOUGH CONDITIONER(223).",0,1,0,0,0,0,0
Unibic Choco Chip Cookies,"Ingredients: Refined Wheat Flour (Maida), Chocolate Chips (21%) [Sugar, Cocoa Solids, Cocoa Butter, Dextrose, Emulsifiers (E322, E476)], Sugar, Edible Vegetable Oil (Palm), Desiccated Coconut, Butter, Skimmed Milk Powder, Leavening Agents (E503 ii, E500 ii), Emulsifier (E322 from Soya), Salt. <ONTAINS ADDED ARTIFICIAL FLAVOUR (VANILLIN) = > Allergen Advice: Contains Gluten, Milk and Soya. May contain traces of Nuts.",0,1,0,0,1,0,0
Unibic Choco Nut Cookies,"Ingredients: Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oil (Palm), Chocolate Chips (10%) [Sugar, Cocoa Solids, Cocoa Butter, Dextrose, Emulsifiers (E322, E476)], Cashew Bits (8%), Cocoa Powder, Skimmed Milk Powder, Leavening Agents (E503 ii, E500 ii), Emulsifier (E322 from Soya), Salt. “ONTAINS ADDED ARTIFICIAL FLAVOUR (VANILLIN) > Allergen Advice: Contains Gluten, Milk, Soya and Nuts.",0,1,0,0,1,0,0
Unibic Fruit & Nut,"Ingredients: Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oil (Palm), Dry Fruits (8%) [Blackcurrant, Papaya {Papaya Cubes, _ Sugar, Acidity Regulator (INS — 330)}, ‘ Cranberry], Nuts(4%) (Cashew Bits, Almond Bits), Butter, Liquid Glucose, Date Syrup, Milk Solids, Leavening Agents (INS 503 ii, INS 500 ii), Emulsifier (INS 322 from Soy), lodised Salt, Spices (Clove and Nutmeg).",0,1,0,0,1,1,0
Unibic Danish Coconut Cookies,"INGREDIENTS Desiccated Coconut Powder (30%), Sugar, Refined Wheat Flour (Maida), Edible Vegetable Oil (Palm), Golden Syrup, Milk Solids, lodised Salt, Emulsifier (INS 322 from Soy), “pei le Agents (INS 500 ii, INS 503 ii). Allergen Advice: Contains Wheat, Milk and Soy. May contain traces of Nut.",0,1,0,0,1,1,0
Karachi Bakery Osmania Biscuits,"Ingredients : Hydrogenated Vegetable Fats (Palm), Refined Wheat Flour, Sugar, Salt, Milk & Milk Solids. Contains : Milk, Wheat Flour Allergen Declaration : Made in a facility that processes peanuts, Tree nuts, Soy, Milk, Wheat Flour and Sesame.",0,1,0,0,1,1,0
Sunfeast Dark Fantasy Vanilla Crème,"INGREDIENTS: REFINED WHEAT FLOUR (MAIDA), SUGAR, REFINED PALM OIL, HYDROGENATED VEGETABLE OIL, COCOA SOLIDS (2.8%), INVERT SYRUP, RAISING AGENTS [INS 503(ii), INS 500(ii), INS 450(i)], IODIZED SALT, EMULSIFIER [LECITHIN (FROM SOYABEAN)], ARTIFICIAL FLAVOURING SUBSTANCES (VANILLA) AND HUMECTANT (INS 1520). CONTAINS WHEAT, SOY. MAY CONTAIN NUT, SULPHITE, MILK.",0,1,0,0,1,1,1
Sunfeast Dark Fantasy Yumfills,"REFINED WHEAT FLOUR (MAIDA), MILK CHOCO COVERING (22.9%) {SUGAR, INTERESTERIFIED VEGETABLE FAT, MILK SOLIDS (2.75%), COCOA SOLIDS (1.37%), HYDROGENATED VEGETABLE OILS, ARTIFICIAL FLAVOURING SUBSTANCES (VANILLA)}, SUGAR, LIQUID GLUCOSE, REFINED PALMOLEIN, HUMECTANT (INS 422), INVERT SYRUP, CAKE GEL {EMULSIFIERS [MONO- AND DI-GLYCERIDES OF FATTY ACIDS (FROM PALM OIL), SALTS OF MYRISTIC, PALMITIC AND STEARIC ACIDS WITH AMMONIA, IUM, POTASSIUM AND SODIUM (FROM PALM OIL), PROPYLENE GLYCOL ESTERS \TTY ACIDS (FROM PALM OIL)], HUMECTANT (INS 422)}, MILK SOLIDS (1.61%), RAISII AGENTS [INS 500(II), INS 450(1), INS 450(vil), INS 503(II)], EMULSIFIERS [POLYGLYCEROL ESTERS OF FATTY ACID (FROM PALM OIL), LECITHIN (FROM SOYABEAN)], STABILIZERS (INS 407, INS 415), ACIDITY REGULATOR (INS 330), PRESERVATIVE (INS 202), HYDROLYSED VEGETABLE PROTEIN, NATURE IDENTICAL FLAVOURING SUBSTANCES, IODIZED SALT, FLOUR TREATMENT AGENT (INS 223) AND COLOUR (INS 102). CONTAINS WHEAT, MILK, SOY, SULPHITE. MAY CONTAIN NUT.",0,1,0,0,1,1,1
Dukes Waffy Chocolate Wafer Rolls,"7.2.2 WAFER ROLLS - INGREDIENTS: SUGAR, REFINED WHEAT FLOUR (MAIDA), REFINED PALM OIL, MILK SOLIDS, REFINED PALMOLEIN, ALTODEXTRIN, COCOA SOLIDS (1.3 %), STARCH, EMULSIFIER [INS ea FINED PALM KERNEL OIL, ARTIFICIAL FLAVOURING SUBSTANCES (CHOCOLATE, VANILLA), IODIZED SALT AND COLOUR (INS 150d). ALLERGEN: Contains Wheat, Milk, Soy and Sulphites. May Contains Nut.",0,1,0,0,1,1,1
Lotte Choco Pie,"INGREDIENTS: REFINED WHEAT FLOUR (MAIDA), CHOCO COVERING(21%) [SUGAR, HYDROGENATED VEGETABLE FAT (PALM), COCOA SOLIDS, MILK SOLIDS, EMULSIFIERS (322,476), ARTIFICIAL FLAVOUR (VANILLA)], SUGAR, LIQUID GLUCOSE, INTERESTERIFIED VEGETABLE FAT (PALM), HUMECTANTS (420, 422), RAISING AGENTS [500(ii), < }03(ii)], MILK SOLIDS, DEXTROSE, STABILIZERS (407 > 406, 440, 401, 461, 415), IODISED SALT, ACIDITY REGULATOR [341(i)] AND ARTIFICIAL FLAVOUR (MILK). (Numbers indicated in bracket as per International Numbering System) Allergen Information: Contains Wheat(Gluten),Milk & Soya",0,1,0,0,0,0,0
Sunfeast Mom's Magic Cashew & Almond Cookies,,0,0,0,0,0,0,0
Royal Dansk Butter Cookies,"(EN) Ingredients: malted wheat tour, DUNT en tammonium Hydrogen Cart [sucrose, water, glucose, fructose], salt, raising agent (Ammonium Hydrogen Carbonate natural flavour (vanilla). Allergy Advice: May contain traces of hazelnut, macadamia nut, pecan nut. [ CONTAINS ADDED FLAVOUR (NATURAL FLAVOURING SUBSTANCE - Vanilla)",0,0,0,0,1,0,0
Britannia Nice Time Biscuit,"INGREDIENTS: REFINED WHEAT FLOUR (MAIDA), SUGAR (26%), REFINED PALM OIL, COCONUT PRODUCTS (4.5%) (DESICCATED COCONUT & COCONUT MILI POWDER), MILK SOLIDS, INVERT SUGAR SYRUP, EDIBLE MAIZE STARCH, RAISIN( AGENTS [503(ii), 500(ii) & 450(i)], EMULSIFIERS [322(i), 471 & 472e], IODISED SALT AND ARTIFICIAL (COCONUT & VANILLA) FLAVOURING SUBSTANCES. (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, MILK AND SOYA.",0,1,0,0,0,0,0
Parle Hide & Seek Chocolate Biscuits,"HIDE & SEEK BISCUITS INGREDIENTS : WHEAT FLOUR, CHOCOLATE (23%)[ SUGAR, COCOA SOLIDS, COCOA BUTTER, DEXTROSE, EMULSIFIER (LECITHIN OF SOYA ORIGIN ) AND ADDED FLAVOUR ( ARTIFICIAL FLAVOURING SUBSTANCES - VANILLA), SUGAR, EDIBLE VEGETABLE OIL PALM OL), INVERT SUGAR SYRUP, RAISING AGENTSI 503 (ii), $00 (i) }, COCOA SOLIDS, IODISED SALT D EMULSIFIER [O-ACETYL TARTARIC ACID ESTERS OF MONO AND Di LYCERIDES OF ED NTAINS ADDED FLAVOURS ( ARTIFICIAL FLAVOURING SUBSTANCES - VANILLA ).",0,0,0,0,0,0,0
Britannia 50-50 Maska Chaska Biscuit,"INGREDIENTS: REFINED WHEAT FLOUR (MAIDA), REFINED PALM & PALMOLEIN OIL, SUGAR, LIQUID GLUCOSE, RAISING AGENTS [503(ii), 341(ii), 500(ii) & 450(i)], BUTTER (1.2%), BLACK SALT, MILK SOLIDS, DEHYDRATED VEGETABLE (CHIVES) (1%), IODISED SALT, NATURE IDENTICAL FLAVOURING SUBSTANCE, DOUGH CONDITIONER (223) AND IMPROVERS [1101(i) & XYLANASE].",0,1,0,0,0,0,0
Britannia Little Hearts,"INGREDIENTS: REFINED WHEAT FLOUR (MAIDA), SUGAR (23%), REFINED PALMOLEIN & PALM OIL, RAISING AGENTS [503(i) & SOO] MILK SOLIDS, IODISED SALT, YEAST AND EMULSIFIER [322(i)]. (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, MILK AND SOYA.",0,1,0,0,0,0,0
"Sunfeast Dark Fantasy Choco Fills, Original Filled Cookie","INGREDIENTS: CHOCO CREME (40%) {SUGAR, REFINED PALMOLEIN, REFINED PALM OIL, COCOA SOLIDS, NATURE IDENTICAL FLAVOURING SUBSTANCES (CHOCOLATE) IND ARTIFICIAL FLAVOURING SUBSTANCES (VANILLA)}, REFINED WHEAT FLOUR (MAIDA), HYDROGENATED VEGETABLE OILS, SUGAR, INVERT SYRUP, LIQUID GLUCOSE, IAISING AGENTS [INS 503(i), INS SOO(i), INS 450()], COCOA SOLIDS (0.796), BUTTER, MILK SOLIDS, JODIZED SALT, TNATURE IDENTICAL FLAVOURING SUBSTANCES (MILK CHOCOLATE), COLOURS (INS 150c, INS 150d), EMULSIFIERS [LECITHIN (FROM SOYABEAN), MONO- AND DI-GLYCERIDE OF FATTY ACIDS (FROM PALM OIL}] AND ARTIFICIAL FLAVOURING SUBSTANCES (MILK, VANILLA), CONTAINS WHEAT, MILK, SOY. MAY CONTAIN NUT, SULPHITE.",0,1,0,0,1,1,1
Oreo Mini Chocolate Flavored Cream Biscuit Cups,"IWQREDIENTS: WHEAT FLOUR, SUGAR, NON-HYDROGENATED VEGETABL OILPALM, PALM KERNEL-CONTAINS ANTIOXIDANT TBHQ\INS319), COCO POWDER, FRUCTOSE SYRUP, RAISING AGENTS (SODIUM BICARBONATE (NSS00(i), AMMONIUM BICARBONATE (INSSOGhi}), SALT, CORN STARCH aueren (SOYA LECITHIN (INS322), NATURE IDENTICAL VANILLA R",0,0,0,0,0,0,0
Everest Chicken Masala,"INGREDIENTS: Coriander, Chilli, Cumin, Black Pepper, Garlic, Cassia Bark (Taj), Dried Ginger, Nutmeg, Mace, Clove, Black Cardamom, Fenugreek, Dried Fenugreek Leaf, Black gram, Bengal gram, Compounded Asafoetida, lodized Salt and Turmeric.",0,0,0,0,0,0,0
Everest Garam Masala,"INGREDIENTS: Coriander, Chilli, Cumin, Cassia Leaf, Black Pepper, Cassia Bark (Taj), Clove, Black Cardamom, Star Anise, Fennel, Dried Ginger, lodized Salt and Caraway.",0,0,0,0,0,0,0
Judes Bombay Duck Pickle,"Description : Ingredients : Dry Bombay Duck, Sunflower Oil, Tomatoes, Red Chillies, Garlic, Ginger, Sugar",0,0,0,0,0,0,0
Venky's Chicken Tandoori Tikka,"Cooked Meat Product Ingredients: Chicken Meat (73.1%), Water, Milk Solids, Lemon Juice, Mustard Oil, Spices and Condiments, Garlic Paste, Refined Sunflower Oil, Edible Common Salt, Ginger ‘aste, Cheese, Dextrose, Acidity Regulatu: (INS 451(i)), Sugar, Natural Flavour, Dehydrated Vegetables. Contains Milk; May Contains Wheat, Egg, Soy, Nut, Sulphite.",0,1,1,0,1,1,1
Wingreens Farms Chipotle Mayo Sauce & Spread,"Ingredients: Water, Refined Sunflower Oil, Sugar, Red Chilli Paste (5.5%), Thickeners (INS 1442, INS 1422 & INS 415), lodized Salt, Garlic, Milk Solids, Acidity Regulators (INS 260, INS 270 & INS 330), Mixed Spices, Lemon Juice, Preservatives (INS 202 & INS 211), Antioxidant (INS 386), Natural Flavouring Substances Allergen Declaration: Contains Milk. May Contains Soy",0,1,0,0,0,1,0
Wingreens Farms Veg Mayo,"eH es) Sug: stra lus IS 260, INS 270 & INS 330), Reet g Allergen Declaration: Contains Milk. May Contains Soy",0,1,0,0,0,1,0
Wingreens Farms Tandoori Mayo,,0,0,0,0,0,0,0
Knorr Sauce Pizza and Pasta,"CULINARY SAUCE INGREDIENTS: Water, Vegetables* (Crushed Tomato - 25%, Diced Tomato - 20%, Chopped Onion - 3.5% and Garlic Paste - 2.5%), Sugar, lodised Salt, Soyabean Oil, Stabilisers - 1422, 415, Acidity Regulator - 260, Herbs < Dregano and Basil - 0.12%), White Pepper Powder,"" > Preservative - 211. May contain traces of Gluten, Soya, Celery, Mustard, Milk and Nuts. CONTAINS ADDED FLAVOUR- NATURAL FLAVOURING SUBSTANCE. CONTAINS PERMITTED CLASS II PRESERVAT Mom a“?",0,1,0,0,1,0,0
